Date,open,high,low,close,volume,dividends,stock splits
2025-12-26 00:00:00+05:30,26121.25,26144.19921875,26008.599609375,26042.30078125,142200,0.0,0.0
2025-12-29 00:00:00+05:30,26063.349609375,26106.80078125,25920.30078125,25942.099609375,234300,0.0,0.0
2025-12-30 00:00:00+05:30,25940.900390625,25976.75,25878.0,25938.849609375,396900,0.0,0.0
2025-12-31 00:00:00+05:30,25971.05078125,26187.94921875,25969.0,26129.599609375,0,0.0,0.0
