Date,open,high,low,close,volume,dividends,stock splits
2025-12-26 00:00:00+05:30,59092.8515625,59180.6484375,58947.05078125,59011.3515625,72900,0.0,0.0
2025-12-29 00:00:00+05:30,59007.05078125,59140.3984375,58809.55078125,58932.3515625,106900,0.0,0.0
2025-12-30 00:00:00+05:30,58885.94921875,59272.69921875,58737.6015625,59171.25,295700,0.0,0.0
2025-12-31 00:00:00+05:30,59194.6015625,59766.19921875,59187.1015625,59581.8515625,0,0.0,0.0
